session_id,charge_point,start_ts,end_ts,kwh,dwell_s,charge_duration_s,flex_headroom_s,contract_id,is_roaming,auth_type,notifiable,status,billing_status,anomaly_reason,is_anomaly,year,month
47999420,DE*LDK*E00234,2024-08-02 17:36:04+02:00,2024-08-02 17:53:07+02:00,15.486,1023.0,1023.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48028647,DE*LDK*E00234,2024-08-03 12:29:33+02:00,2024-08-03 13:22:23+02:00,53.896,3170.0,3170.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48031550,DE*LDK*E00236,2024-08-03 13:17:53+02:00,2024-08-03 13:37:27+02:00,44.476,1174.0,1174.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48038797,DE*LDK*E00234,2024-08-03 15:28:07+02:00,2024-08-03 15:57:11+02:00,12.611,1744.0,1744.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48054559,DE*LDK*E00238,2024-08-03 21:50:00+02:00,2024-08-03 22:21:41+02:00,19.816,1901.0,1901.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48063309,DE*LDK*E00234,2024-08-04 10:34:45+02:00,2024-08-04 11:08:23+02:00,41.344,2018.0,2018.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48063520,DE*LDK*E00237,2024-08-04 10:39:44+02:00,2024-08-04 11:00:37+02:00,30.52,1253.0,1253.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48064133,DE*LDK*E00236,2024-08-04 10:53:05+02:00,2024-08-04 11:22:15+02:00,21.241,1750.0,1750.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48067791,DE*LDK*E00233,2024-08-04 12:10:00+02:00,2024-08-04 12:55:23+02:00,60.025,2723.0,2723.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48071256,DE*LDK*E00234,2024-08-04 13:25:16+02:00,2024-08-04 14:38:06+02:00,68.153,4370.0,4370.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48071904,DE*LDK*E00236,2024-08-04 13:40:55+02:00,2024-08-04 14:07:08+02:00,18.59,1573.0,1573.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48074617,DE*LDK*E00236,2024-08-04 14:36:22+02:00,2024-08-04 15:10:10+02:00,38.679,2028.0,2028.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48078334,DE*LDK*E00237,2024-08-04 15:52:48+02:00,2024-08-04 16:17:28+02:00,45.866,1480.0,1480.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48079797,DE*LDK*E00236,2024-08-04 16:23:08+02:00,2024-08-04 17:22:59+02:00,53.728,3591.0,3591.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48084930,DE*LDK*E00233,2024-08-04 18:16:18+02:00,2024-08-04 19:05:50+02:00,45.942,2972.0,2972.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48091666,DE*LDK*E00236,2024-08-04 21:56:59+02:00,2024-08-04 22:33:38+02:00,63.576,2199.0,2199.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48092478,DE*LDK*E00234,2024-08-04 22:51:26+02:00,2024-08-04 23:34:57+02:00,32.382,2611.0,2611.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48113481,DE*LDK*E00234,2024-08-05 11:25:40+02:00,2024-08-05 12:14:28+02:00,47.012,2928.0,2928.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48116399,DE*LDK*E00234,2024-08-05 12:17:57+02:00,2024-08-05 12:59:20+02:00,45.451,2483.0,2483.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48116782,DE*LDK*E00235,2024-08-05 12:25:16+02:00,2024-08-05 12:51:35+02:00,50.719,1579.0,1579.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48125453,DE*LDK*E00238,2024-08-05 15:07:30+02:00,2024-08-05 15:26:51+02:00,40.083,1161.0,1161.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48145932,DE*LDK*E00234,2024-08-06 06:29:15+02:00,2024-08-06 06:51:52+02:00,36.745,1357.0,1357.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48151064,DE*LDK*E00234,2024-08-06 08:06:32+02:00,2024-08-06 08:19:40+02:00,13.101,788.0,788.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48165633,DE*LDK*E00233,2024-08-06 12:07:25+02:00,2024-08-06 12:23:19+02:00,15.903,954.0,954.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48169007,DE*LDK*E00235,2024-08-06 12:59:13+02:00,2024-08-06 13:13:10+02:00,29.805,837.0,837.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48169222,DE*LDK*E00238,2024-08-06 13:03:15+02:00,2024-08-06 13:29:55+02:00,40.249,1600.0,1600.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48183806,DE*LDK*E00233,2024-08-06 17:22:43+02:00,2024-08-06 18:03:01+02:00,32.379,2418.0,2418.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48191718,DE*LDK*E00233,2024-08-06 20:03:30+02:00,2024-08-06 20:38:48+02:00,34.733,2118.0,2118.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48219233,DE*LDK*E00233,2024-08-07 12:28:03+02:00,2024-08-07 12:37:52+02:00,9.866,589.0,589.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48219872,DE*LDK*E00235,2024-08-07 12:38:28+02:00,2024-08-07 12:58:44+02:00,41.049,1216.0,1216.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48220613,DE*LDK*E00233,2024-08-07 12:51:12+02:00,2024-08-07 13:40:46+02:00,60.667,2974.0,2974.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48221862,DE*LDK*E00236,2024-08-07 13:12:07+02:00,2024-08-07 13:52:03+02:00,40.101,2396.0,2396.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48222701,DE*LDK*E00238,2024-08-07 13:26:35+02:00,2024-08-07 14:09:54+02:00,57.146,2599.0,2599.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48226342,DE*LDK*E00234,2024-08-07 14:29:54+02:00,2024-08-07 14:37:23+02:00,8.414,449.0,449.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48228921,DE*LDK*E00234,2024-08-07 15:23:38+02:00,2024-08-07 15:53:18+02:00,16.417,1780.0,1780.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48231175,DE*LDK*E00238,2024-08-07 16:10:07+02:00,2024-08-07 16:26:35+02:00,26.833,988.0,988.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48232548,DE*LDK*E00233,2024-08-07 16:36:27+02:00,2024-08-07 16:56:26+02:00,19.599,1199.0,1199.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48233347,DE*LDK*E00238,2024-08-07 16:51:35+02:00,2024-08-07 17:01:49+02:00,12.453,614.0,614.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48235977,DE*LDK*E00234,2024-08-07 17:39:01+02:00,2024-08-07 18:07:35+02:00,35.079,1714.0,1714.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48237504,DE*LDK*E00237,2024-08-07 18:05:09+02:00,2024-08-07 18:26:35+02:00,40.885,1286.0,1286.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48239365,DE*LDK*E00238,2024-08-07 18:39:30+02:00,2024-08-07 18:50:06+02:00,21.701,636.0,636.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48241781,DE*LDK*E00238,2024-08-07 19:31:21+02:00,2024-08-07 20:20:44+02:00,26.318,2963.0,2963.0,0.0,DE-LDK-C42906636-R,False,App,True,Beendet,Abgerechnet,-,False,2024,2024-08
48262813,DE*LDK*E00234,2024-08-08 10:06:00+02:00,2024-08-08 10:09:00+02:00,1.193,180.0,180.0,0.0,DE-LDK-C00508880,False,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48272540,DE*LDK*E00235,2024-08-08 13:04:59+02:00,2024-08-08 13:26:26+02:00,14.051,1287.0,1287.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48276105,DE*LDK*E00233,2024-08-08 14:06:20+02:00,2024-08-08 14:35:27+02:00,23.397,1747.0,1747.0,0.0,DE-LDK-C43313814-L,False,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48277499,DE*LDK*E00236,2024-08-08 14:33:37+02:00,2024-08-08 14:57:42+02:00,21.285,1445.0,1445.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48281921,DE*LDK*E00235,2024-08-08 15:57:52+02:00,2024-08-08 16:13:43+02:00,7.922,951.0,951.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48284543,DE*LDK*E00238,2024-08-08 16:48:45+02:00,2024-08-08 17:21:24+02:00,31.768,1959.0,1959.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48286862,DE*LDK*E00234,2024-08-08 17:28:29+02:00,2024-08-08 17:57:09+02:00,23.354,1720.0,1720.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48287412,DE*LDK*E00237,2024-08-08 17:38:54+02:00,2024-08-08 17:57:25+02:00,18.775,1111.0,1111.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48295111,DE*LDK*E00238,2024-08-08 20:20:52+02:00,2024-08-08 20:25:38+02:00,9.119,286.0,286.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48297606,DE*LDK*E00236,2024-08-08 22:05:24+02:00,2024-08-08 22:24:09+02:00,25.696,1125.0,1125.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48315026,DE*LDK*E00234,2024-08-09 10:25:28+02:00,2024-08-09 10:46:54+02:00,36.357,1286.0,1286.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48324685,DE*LDK*E00238,2024-08-09 12:43:52+02:00,2024-08-09 13:11:10+02:00,24.897,1638.0,1638.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48337103,DE*LDK*E00234,2024-08-09 16:16:18+02:00,2024-08-09 16:31:57+02:00,8.839,939.0,939.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48338607,DE*LDK*E00238,2024-08-09 16:42:58+02:00,2024-08-09 17:31:33+02:00,50.338,2915.0,2915.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48339381,DE*LDK*E00236,2024-08-09 16:56:14+02:00,2024-08-09 17:49:37+02:00,68.033,3203.0,3203.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48343583,DE*LDK*E00234,2024-08-09 18:02:52+02:00,2024-08-09 18:23:48+02:00,22.449,1256.0,1256.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48351422,DE*LDK*E00236,2024-08-09 21:03:15+02:00,2024-08-09 21:40:08+02:00,14.86,2213.0,2213.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48362728,DE*LDK*E00234,2024-08-10 10:09:05+02:00,2024-08-10 10:36:32+02:00,19.148,1647.0,1647.0,0.0,DE-LDK-C80222491-E,False,App,True,Beendet,Abgerechnet,-,False,2024,2024-08
48366991,DE*LDK*E00236,2024-08-10 11:21:32+02:00,2024-08-10 11:45:44+02:00,31.677,1452.0,1452.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48376779,DE*LDK*E00238,2024-08-10 14:12:52+02:00,2024-08-10 14:49:09+02:00,36.336,2177.0,2177.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48403786,DE*LDK*E00238,2024-08-11 09:15:14+02:00,2024-08-11 09:46:23+02:00,59.626,1869.0,1869.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48405024,DE*LDK*E00236,2024-08-11 09:52:15+02:00,2024-08-11 10:09:26+02:00,33.053,1031.0,1031.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48406185,DE*LDK*E00234,2024-08-11 10:17:49+02:00,2024-08-11 11:15:04+02:00,75.019,3435.0,3435.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48414861,DE*LDK*E00234,2024-08-11 13:24:09+02:00,2024-08-11 14:12:13+02:00,57.594,2884.0,2884.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48419272,DE*LDK*E00234,2024-08-11 14:59:35+02:00,2024-08-11 15:47:43+02:00,47.815,2888.0,2888.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48419283,DE*LDK*E00235,2024-08-11 14:59:46+02:00,2024-08-11 16:20:15+02:00,61.875,4829.0,4829.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48419635,DE*LDK*E00236,2024-08-11 15:06:59+02:00,2024-08-11 16:00:00+02:00,59.115,3181.0,3181.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48422012,DE*LDK*E00233,2024-08-11 16:00:27+02:00,2024-08-11 16:11:33+02:00,16.275,666.0,666.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48423364,DE*LDK*E00233,2024-08-11 16:33:34+02:00,2024-08-11 17:28:42+02:00,37.608,3308.0,3308.0,0.0,DE-LDK-C00480572,False,Webseite,True,Beendet,Abgerechnet,-,False,2024,2024-08
48427066,DE*LDK*E00235,2024-08-11 17:58:54+02:00,2024-08-11 18:11:20+02:00,26.771,746.0,746.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48428907,DE*LDK*E00237,2024-08-11 18:40:03+02:00,2024-08-11 19:17:47+02:00,84.882,2264.0,2264.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48437529,DE*LDK*E00235,2024-08-12 03:21:53+02:00,2024-08-12 03:48:17+02:00,51.062,1584.0,1584.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48440257,DE*LDK*E00238,2024-08-12 07:04:36+02:00,2024-08-12 07:32:15+02:00,39.026,1659.0,1659.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48440782,DE*LDK*E00233,2024-08-12 07:15:38+02:00,2024-08-12 08:18:34+02:00,26.588,3776.0,3776.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48443207,DE*LDK*E00237,2024-08-12 07:52:58+02:00,2024-08-12 08:14:44+02:00,49.011,1306.0,1306.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48457119,DE*LDK*E00234,2024-08-12 11:25:55+02:00,2024-08-12 12:15:33+02:00,46.815,2978.0,2978.0,0.0,DE-LDK-C00480594,True,App,False,Beendet,Abgerechnet,-,False,2024,2024-08
48457444,DE*LDK*E00236,2024-08-12 11:32:29+02:00,2024-08-12 12:08:43+02:00,57.806,2174.0,2174.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48463443,DE*LDK*E00234,2024-08-12 13:19:41+02:00,2024-08-12 14:35:03+02:00,71.703,4522.0,4522.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48473636,DE*LDK*E00234,2024-08-12 16:49:15+02:00,2024-08-12 16:56:09+02:00,13.594,414.0,414.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48476298,DE*LDK*E00234,2024-08-12 17:39:41+02:00,2024-08-12 18:21:21+02:00,32.13,2500.0,2500.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48477567,DE*LDK*E00236,2024-08-12 18:03:01+02:00,2024-08-12 18:36:50+02:00,53.725,2029.0,2029.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48479397,DE*LDK*E00236,2024-08-12 18:39:37+02:00,2024-08-12 19:25:39+02:00,56.395,2762.0,2762.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48481867,DE*LDK*E00237,2024-08-12 19:37:01+02:00,2024-08-12 20:22:07+02:00,51.404,2706.0,2706.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48493922,DE*LDK*E00234,2024-08-13 08:00:35+02:00,2024-08-13 08:44:07+02:00,51.933,2612.0,2612.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48507358,DE*LDK*E00234,2024-08-13 11:26:44+02:00,2024-08-13 12:10:20+02:00,45.94,2616.0,2616.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48522920,DE*LDK*E00236,2024-08-13 16:21:26+02:00,2024-08-13 17:13:46+02:00,58.738,3140.0,3140.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48524822,DE*LDK*E00238,2024-08-13 16:57:54+02:00,2024-08-13 17:12:37+02:00,8.757,883.0,883.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48526301,DE*LDK*E00235,2024-08-13 17:23:05+02:00,2024-08-13 17:38:56+02:00,22.535,951.0,951.0,0.0,DE-LDK-C62010973-Y,False,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48531952,DE*LDK*E00235,2024-08-13 19:05:54+02:00,2024-08-13 19:28:32+02:00,44.019,1358.0,1358.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48533601,DE*LDK*E00238,2024-08-13 19:45:51+02:00,2024-08-13 20:36:51+02:00,64.854,3060.0,3060.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48542193,DE*LDK*E00238,2024-08-14 07:06:58+02:00,2024-08-14 07:37:08+02:00,28.601,1810.0,1810.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48551969,DE*LDK*E00237,2024-08-14 09:17:42+02:00,2024-08-14 10:03:59+02:00,42.073,2777.0,2777.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48574725,DE*LDK*E00234,2024-08-14 16:12:19+02:00,2024-08-14 16:39:32+02:00,33.326,1633.0,1633.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48578614,DE*LDK*E00234,2024-08-14 17:22:01+02:00,2024-08-14 17:56:20+02:00,62.119,2059.0,2059.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48580246,DE*LDK*E00236,2024-08-14 17:50:32+02:00,2024-08-14 18:23:01+02:00,58.246,1949.0,1949.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
48583109,DE*LDK*E00238,2024-08-14 18:40:09+02:00,2024-08-14 18:57:28+02:00,27.297,1039.0,1039.0,0.0,DE-LDK-C00480594,True,RFID,False,Beendet,Abgerechnet,-,False,2024,2024-08
